"KOD","BIRTOKTER","MEGYEKOD","MEGYENEV","BIRTOKNEV","Y1382","Y13820","NEV_1382","Y1439","Y14390","NEVE_1439","Y1498","Y14980","NEVE_1498","v82_39","v39_98","v_82_98","v1","v2","v3"
"HS62","44.5","HS","Heves m.","Kömlo","nemesi","Rikalf-rokonság","Tarkövi","nemesi","","Tarkövi","nemesi","","Tárcai Miklós","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HS68","240.2","HS","Heves m.","Tiszanána","egyházi","püspök","egri","egyházi","püspök","egri püspök","egyházi","püspök","egri püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ESZ24","11.3","ESZ","Esztergom m.","Jászfalu","","","","","","","","ismeretlen birtokos","","  >","  >","  >","1","1","1"
"KM29","22.1","KM","Komárom m.","Tömörd","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"PE44","31.6","PE","Pest m.","Boldogfalva","királyi","királyi honor","bujáki urad.","bárói","Bátori István (ecsedi)","","bárói","Bátori György","bujáki urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BSZ3","419","BSZ","Belso-Szolnok m.","Szészárma","nemesi","Kacsics","Farkas","nemesi","","Farkas (szészármai)","nemesi","","Farkas (szészármai)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KM19","22.6","KM","Komárom m.","Bana","királyi","királyi honor","bakonyi ispán","királyi","királyné","komáromi ispánság","nemesi","","Korlátkövi Osvát","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"HS64","80.6","HS","Heves m.","Heves","nemesi","Aba","Visontai","bárói","Kompolti Pál és János","","bárói","Kompolti Zsigmond","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SZR45","27.3","SZR","Szatmár m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"GY48","52.2","GY","Gyor m.","Patona","egyházi","székeskáptalan","gyori","egyházi","székeskáptalan","gyori káptalan","egyházi","székeskáptalan","gyori káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SN23","233.7","SN","Sopron m.","Lánzsér","nemesi","Aba","Atyinai","bárói","Garai László","","nemesi","","Weisspriach","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"SZR42","51.4","SZR","Szatmár m.","Körtvélyes","nemesi","Gútkeled","Gúti","bárói","Ország Mihály és nemesek","","bárói","Ország Zsigmond és nemesek","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"KM36","25.5","KM","Komárom m.","Baj","","","","bárói","Garai László","","egyházi","plébános","budai plébános","  > bárói","bárói > egyházi","  > egyházi","2","10","3"
"ESZ23","14.2","ESZ","Esztergom m.","Úny","nemesi","","Szenyéri","egyházi","társaskáptalan","budai káptalan","egyházi","társaskáptalan","budai káptalan","nemesi > egyházi","egyházi > egyházi","nemesi > egyházi","18","18","25"
"KM27","111.5","KM","Komárom m.","Igmánd","nemesi","Csór","Gönyui","bárói","Hédervári Lorinc","","bárói","Hédervári Ferenc","hédervári urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"ESZ20","14.3","ESZ","Esztergom m.","Epöl","egyházi","székeskáptalan","esztergomi","egyházi","székeskáptalan","esztergomi káptalan","egyházi","székeskáptalan","esztergomi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BI36","47.4","BI","Bihar m.","Piskolt","egyházi","bencések","szentjogi apát","egyházi","bencések","szentjogi apát","egyházi","pálosok","szentjogi","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"GY51","26.9","GY","Gyor m.","Kóny","egyházi","johanniták","gyori","egyházi","johanniták","gyori","egyházi","johanniták","gyori","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SN53","37.9","SN","Sopron m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BI34","80.2","BI","Bihar m.","Nagymihályfalva","nemesi","Turul","Nagymihályi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SN60","17","SN","Sopron m.","Barbacs","egyházi","karthauziak","lövöldi perjel","egyházi","karthauziak","lövöldi perjel","bárói","Kanizsai család","kapuvári urad.","egyházi > egyházi","egyházi > bárói","egyházi > bárói","7","17","10"
"SZB62","32.1","SZB","Szabolcs m.","Mártonfalva","nemesi","","Parlagi","nemesi","","Parlagi","nemesi","","Parlagi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZR44","32","SZR","Szatmár m.","Dengeleg","nemesi","Káta","Dengelegi","nemesi","","Dengelegi","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SN55","34.8","SN","Sopron m.","Farád","nemesi","Osli","Ostfi","nemesi","","Ostfi","nemesi","","Ostfi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BSZ4","443.6","BSZ","Belso-Szolnok m.","Csicsó","királyi","királyi honor","erdélyi vajda","bárói","Losonci Dezsofi család","","idegen","István moldvai vajda","csicsói urad.","királyi > bárói","bárói > idegen","királyi > idegen","11","11","19"
"PI23","27.1","PI","Pilis m.","Csaba","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SN22","68.6","SN","Sopron m.","Kabold","nemesi","","Fraknói","nemesi","","Fraknói","idegen","Ausztria","kaboldi urad.","nemesi > nemesi","nemesi > idegen","nemesi > idegen","20","34","26"
"HS53","30","HS","Heves m.","Erk","","","","nemesi","","Berzevici Pohárnok István","bárói","Rozgonyi és","","  > nemesi","nemesi > bárói","  > bárói","5","32","2"
"KSZ4","68.5","KSZ","Közép-Szolnok m.","Szántó","nemesi","Zsidó","Zsidói","nemesi","","Becski","nemesi","","Becski","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PI24","18.5","PI","Pilis m.","Tinnye","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KSZ26","394.2","KSZ","Közép-Szolnok m.","Udvarhely","királyi","királyi honor","szatmári ispán","bárói","Jakcs család","","nemesi","","Jakcsi","királyi > bárói","bárói > nemesi","királyi > nemesi","11","13","21"
"BI5","16.3","BI","Bihar m.","Buzita","nemesi","Hontpázmány","Battyáni","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PE19","24.2","PE","Pest m.","Fót","egyházi","társaskáptalan","budai","egyházi","társaskáptalan","budai káptalan","egyházi","társaskáptalan","budai káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ESZ11","58.7","ESZ","Esztergom m.","Tarján","nemesi","","Tolmai","bárói","Rozgonyi István id.","","bárói","Kanizsai György","vitányi urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"PE69","42.5","PE","Pest m.","Besenyo","nemesi","","Nelipcic","nemesi","","Hatvani","nemesi","","Hatvani, Báncsai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ESZ19","16.2","ESZ","Esztergom m.","Kirva","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PE18","48.2","PE","Pest m.","Mogyoród","egyházi","bencések","mogyoródi apát","egyházi","bencések","mogyoródi apát","egyházi","püspök","váci püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SN43","4.1","SN","Sopron m.","Boz","nemesi","Osli","Kanizsai","bárói","Kanizsai Lászlóné és Imre","","bárói","Kanizsai család","sárvári urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"KSZ13","67.6","KSZ","Közép-Szolnok m.","Szarvad","nemesi","","Szénás","nemesi","","Szénás","nemesi","","Szénás","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BI1","142.4","BI","Bihar m.","Debrecen","nemesi","","Debreceni","bárói","Brankovics György","","bárói","Corvin János","debreceni urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"PI22","24","PI","Pilis m.","Királyszántó","királyi","királyi honor","visegrádi urad.","királyi","királyi honor","visegrádi urad.","királyi","király","visegrádi urad.","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"GY43","7.6","GY","Gyor m.","Csanak","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"GY40","23.1","GY","Gyor m.","Nagybaráti","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BI157","119.3","BI","Bihar m.","Haláp","nemesi","","Debreceni","bárói","Brankovics György","","bárói","Corvin János","debreceni urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SN54","18.7","SN","Sopron m.","Szárföld","nemesi","Osli","Csornai","nemesi","","Csornai","bárói","Szapolyai István","pápai urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"GY41","12.3","GY","Gyor m.","Kisbaráti","nemesi","Héder","Hédervári","bárói","Hédervári Lorinc és Pál","","bárói","Hédervári Ferenc","hédervári urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"BI33","73.3","BI","Bihar m.","Semjén","nemesi","","Debreceni","nemesi","","Zólyomi Tamás","nemesi","","Zólyomi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SN41","19.4","SN","Sopron m.","Cenk","nemesi","","","bárói","Kanizsai Lászlóné és Imre","","bárói","Kanizsai család","sárvári urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"ESZ16","34.3","ESZ","Esztergom m.","Gyermely","egyházi","püspök","veszprémi","egyházi","püspök","veszprémi püspök","egyházi","püspök","veszprémi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ESZ15","114.4","ESZ","Esztergom m.","Gyarmat","nemesi","Básztély","Básztélyi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"GY25","29.2","GY","Gyor m.","Nyúl","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"HS52","35.4","HS","Heves m.","Örs","nemesi","Aba","Nánai Kompolt","bárói","Kompolti Pál és János","","bárói","Kompolti Zsigmond","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"PI20","5.3","PI","Pilis m.","Kandé","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"HS88","208.5","HS","Heves m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PI19","10.5","PI","Pilis m.","Borosjeno","királyi","királyi honor","visegrádi urad.","nemesi","","Lack György (szántói)","nemesi","","","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SN46","7.3","SN","Sopron m.","Agyagos","nemesi","Osli","Szöre","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PI25","96.7","PI","Pilis m.","Zsámbék","nemesi","Smaragd","Ajnárdfi","bárói","Maróti László","","bárói","Corvin János","zsámbéki urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SN42","59.4","SN","Sopron m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZB44","83.5","SZB","Szabolcs m.","Kócs","királyi","királyi honor","hevesi-szabolcsi ispán","nemesi","","","nemesi","","Abafi","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"GY42","9.6","GY","Gyor m.","Ménfo","nemesi","Pok","Poki","bárói","Garai László","","bárói","Szapolyai István","pápai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"KSZ32","34.6","KSZ","Közép-Szolnok m.","Ardó","nemesi","","Bélteki","nemesi","","Bélteki","bárói","Drágfi Bertalan","kovári urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"SN61","13.3","SN","Sopron m.","Dör","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"GY49","17.3","GY","Gyor m.","Csécsény","nemesi","Gyor","Szerdahelyi","vegyes","","","nemesi","","","nemesi > vegyes","vegyes > nemesi","nemesi > nemesi","21","40","28"
"KSZ15","80.8","KSZ","Közép-Szolnok m.","Szopor","nemesi","Ákos","Pocsaji-Csire","nemesi","","Csire és Pocsaji","nemesi","","Csire és Pocsaji","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KM26","21.9","KM","Komárom m.","Szentmihály","nemesi","Hermán","Lackfi","királyi","királyné","komáromi ispánság","","ismeretlen birtokos","","nemesi > királyi","királyi >","nemesi >","19","23","23"
"SZR43","31.5","SZR","Szatmár m.","Endréd","nemesi","Hontpázmány","Zoárdfi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PE16","30.7","PE","Pest m.","Gödöllo","nemesi","","Poháros","nemesi","","Hatvani","nemesi","","Hatvani, Báncsai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZB54","84.4","SZB","Szabolcs m.","Hegyes","nemesi","","Debreceni","bárói","Brankovics György","","bárói","Corvin János és nemesek","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SZB94","91.7","SZB","Szabolcs m.","Sziget","nemesi","","Debreceni","bárói","Brankovics György","","vegyes","","Corvin, váradi kápt., nemesek","nemesi > bárói","bárói > vegyes","nemesi > vegyes","17","14","29"
"SZB45","100.8","SZB","Szabolcs m.","Zám","nemesi","Káta","Osi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"GY31","190.2","GY","Gyor m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KM37","27.5","KM","Komárom m.","Tagyas","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári orkanonok","egyházi","társaskáptalan","fehérvári orkanonok","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ESZ18","10.5","ESZ","Esztergom m.","Somodor","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi","apácák","nyulakszigeti bencések","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"PI9","7.2","PI","Pilis m.","Üröm","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"PE21","21.2","PE","Pest m.","Káposztásmegyer","nemesi","Kacsics","Szécsényi","bárói","Szécsényi László","","nemesi","","Haraszti","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"BI4","69.7","BI","Bihar m.","Vámospércs","nemesi","Gútkeled","Diószegi","nemesi","","Zólyomi Tamás","nemesi","","Zólyomi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ESZ17","5.3","ESZ","Esztergom m.","Szomor","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SN38","8.4","SN","Sopron m.","Alsópéterfalva","nemesi","Osli","Csornai","nemesi","","Csornai","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HS99","80","HS","Heves m.","Köre","nemesi","Aba","Visontai","bárói","Pálóci László és Simon","","bárói","Pálóci Antal","ajnácskoi urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SN62","14.5","SN","Sopron m.","Bágyog","egyházi","püspök","gyori","egyházi","püspök","gyori püspök","egyházi","püspök","gyori püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BI47","52.3","BI","Bihar m.","Hosszúmacs","nemesi","","Debreceni","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PI10","22.4","PI","Pilis m.","Kissing","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KSZ12","31.5","KSZ","Közép-Szolnok m.","Tasnád","egyházi","püspök","erdélyi","egyházi","püspök","erdélyi püspök","egyházi","püspök","erdélyi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"PI21","33.9","PI","Pilis m.","Solymár","nemesi","Hermán","Lackfi","királyi","királyné","solymári urad.","bárói","Corvin János","solymári urad.","nemesi > királyi","királyi > bárói","nemesi > bárói","19","25","24"
